SCER_GENE;SPAR_GENE;SGD;SGD_SYSTEMATIC_ID;STANDARD_NAME;SCER_MAPPABLE_BASES;SPAR_MAPPABLE_BASES;HYBRID_SCER_MRNA_REP1_TOTCOV;HYBRID_SCER_MRNA_REP2_TOTCOV;HYBRID_SPAR_MRNA_REP1_TOTCOV;HYBRID_SPAR_MRNA_REP2_TOTCOV;HYBRID_MRNA_REP1_RAT;HYBRID_MRNA_REP2_RAT;PARENTAL_SCER_MRNA_REP1_TOTCOV;PARENTAL_SCER_MRNA_REP2_TOTCOV;PARENTAL_SPAR_MRNA_REP1_TOTCOV;PARENTAL_SPAR_MRNA_REP2_TOTCOV;PARENTAL_MRNA_REP1_RAT;PARENTAL_MRNA_REP2_RAT;HYBRID_SCER_RIBO_REP1_TOTCOV;HYBRID_SCER_RIBO_REP2_TOTCOV;HYBRID_SPAR_RIBO_REP1_TOTCOV;HYBRID_SPAR_RIBO_REP2_TOTCOV;HYBRID_RIBO_REP1_RAT;HYBRID_RIBO_REP2_RAT;PARENTAL_SCER_RIBO_REP1_TOTCOV;PARENTAL_SCER_RIBO_REP2_TOTCOV;PARENTAL_SPAR_RIBO_REP1_TOTCOV;PARENTAL_SPAR_RIBO_REP2_TOTCOV;PARENTAL_RIBO_REP1_RAT;PARENTAL_RIBO_REP2_RAT;MRNA_CIS_TEST;TRANSL_CIS_TEST;PARENTAL_TEST;MRNA_CIS_MAX_P;MRNA_CIS_DIR;MRNA_CIS_NO_TEST;TRANSL_CIS_MAX_P;TRANSL_CIS_DIR;TRANSL_CIS_NO_TEST;MRNA_TRANS_MAX_P;MRNA_TRANS_DIR;MRNA_TRANS_NO_TEST;TRANSL_TRANS_MAX_P;TRANSL_TRANS_DIR;TRANSL_TRANS_NO_TEST;MRNA_CIS_FDR_ADJ_P;TRANSL_CIS_FDR_ADJ_P;MRNA_TRANS_FDR_ADJ_P;TRANSL_TRANS_FDR_ADJ_P;MRNA_CIS_SCER;MRNA_CIS_SPAR;TRANSL_CIS_SCER;TRANSL_CIS_SPAR;MRNA_TRANS_SCER;MRNA_TRANS_SPAR;TRANSL_TRANS_SCER;TRANSL_TRANS_SPAR;HYBRID_SCER_MRNA_REP1_RPKM;HYBRID_SCER_MRNA_REP2_RPKM;HYBRID_SPAR_MRNA_REP1_RPKM;HYBRID_SPAR_MRNA_REP2_RPKM;HYBRID_SCER_RIBO_REP1_RPKM;HYBRID_SCER_RIBO_REP2_RPKM;HYBRID_SPAR_RIBO_REP1_RPKM;HYBRID_SPAR_RIBO_REP2_RPKM;PARENTAL_SCER_MRNA_REP1_RPKM;PARENTAL_SCER_MRNA_REP2_RPKM;PARENTAL_SPAR_MRNA_REP1_RPKM;PARENTAL_SPAR_MRNA_REP2_RPKM;PARENTAL_SCER_RIBO_REP1_RPKM;PARENTAL_SCER_RIBO_REP2_RPKM;PARENTAL_SPAR_RIBO_REP1_RPKM;PARENTAL_SPAR_RIBO_REP2_RPKM;AFFECTED_BY_PLOIDY;AFFTECTED_BY_MATING_TYPE;TATA;TIROSH_2008_OPN;CDS_PDIV;PROMOTER_PDIV;FIVE_UTR_PDIV;THREE_UTR_PDIV;FIVE_UTR_50BP_PDIV;KA;KS;OMEGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.50;Spar_1.32;YAL035W;S000000033;FUN12;2095;2067;364433;326472;356354,3042;349038,1675;0,012929308;-0,11583711;114581;126858;136622,256;202044,7269;-0,27323451;-0,69086782;232653;159295;223741,9186;159849,029;0,036932114;-0,02442082;206285;227559;235757,8548;246758,3519;-0,2120779;-0,136269631;1;1;1;NA;NA;REPS_DISAGREE;0,5176;SCER;NA;0,0002;SPAR;NA;0,011;SCER;NA;NA;0,612674675;0,000243994;0,024902521;0;0;0;0;0;1;1;0;1071,064827;934,7670041;1061,513037;1012,910001;1229,07379;1255,382635;1198,00224;1276,80187;525,9422947;414,1905768;635,609664;668,610858;926,0924451;1017,214067;1072,744789;1117,979274;0;0;0;NA;0,097641979;0,085427136;0,1;0,104761905;NA;0,0216514;0,415235;0,0521425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.52;Spar_1.34;YAL034W-A;S000000032;MTW1;835;835;8754;9098;7168,90137;6695,323812;0,288153906;0,442338705;6336;9936;4457,012903;9227,378805;0,507399223;0,10673314;2189;3196;4228,624135;2480,631466;-0,949598594;0,36542986;2535;4520;2682,461562;3021,0372;-0,081540477;0,581120498;1;1;1;0,0002;SCER;NA;0,7456;SPAR;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,000334064;0,812600922;NA;NA;1;0;0;0;0;0;0;0;64,55087827;65,35832575;52,86277167;48,09761332;29,01433451;63,19435642;56,04841785;49,04895476;72,96896884;81,39383072;51,32948794;75,58894006;28,55368784;50,69373934;30,21466276;33,8822284;0;0;1;DPN;0,117376295;NA;NA;0,164835165;NA;0,042926;0,539717;0,0795344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.53;Spar_1.35;YAL034C;S000002134;FUN19;924;915;7514;6676;7255,190028;7530,006191;0,036439758;-0,187763699;5235;7920;4496,854059;5268,125614;0,205107138;0,573997896;98;308;533,4944354;190,5076583;-2,446795606;0,676083644;479;698;983,7826412;514,6272647;-1,050892034;0,424842797;1;0;0;NA;NA;REPS_DISAGREE;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;NA;NA;0,000243994;NA;0;0;0;0;1;0;0;0;50,07042852;43,33969178;48,82154266;49,36426274;1,17383602;5,503471799;6,452968555;3,437520753;54,48214915;58,62995915;47,26038064;39,38233018;4,875669526;7,074338222;10,11227288;5,267130336;0;0;NA;NA;0,099113618;0,175879397;0,041237113;0,1875;0,08;0,0224047;0,441643;0,0507304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.54;Spar_1.36;YAL033W;S000000031;POP5;345;339;8962;8585;8940,298415;9603,31355;-0,02181374;-0,187007419;6512;11544;5141,241467;9281,485736;0,315613781;0,289373986;5559;5206;5658,671601;5445,091905;-0,05094455;-0,09008001;4951;4453;3708,924578;3677,458039;0,391310369;0,250689335;1;1;1;0,6484;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,3476;SCER;NA;0,688667192;NA;0,000243994;0,500767059;0;0;0;0;1;0;0;0;159,9439927;149,2666087;162,3813386;169,925997;178,3326679;249,1397755;184,7419576;265,1914393;181,5117788;228,8777652;145,8403908;187,2768883;134,9722695;120,8748556;102,9008644;101,589868;0;0;0;NA;0,084452975;0,21182266;0,352941176;0,315068493;NA;0,0255133;0,309552;0,0824202;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.55;Spar_1.37;YAL032C;S000000030;PRP45;796;811;8559;9608;18433,04261;17821,1139;-1,079756305;-0,864276779;5847;9192;10652,3128;17503,1627;-0,838353427;-0,902156924;3588;2115;9911,499643;6735,302501;-1,438733502;-1,643683814;3741;3600;9347,002101;9229,51053;-1,293915016;-1,331079361;1;1;1;0,0002;SPAR;NA;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,000334064;0,000685507;NA;0,000633882;0;1;0;1;0;0;1;0;66,2051917;72,4038047;139,9458334;131,8112285;49,88760953;43,86875448;135,259963;137,1166632;70,63656019;78,98840226;126,3084986;147,6257295;44,20235006;42,3537434;108,3982336;106,5761883;0;0;1;NA;0,103508772;0,257281553;0,264705882;0,647058824;NA;0,0373474;0,418486;0,0892439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.56;Spar_1.38;YAL031C;S000000029;GIP4;1932;1932;11886;16102;14201,9229;12896,38862;-0,256803202;0,320250501;7632;11482;9708,250607;10326,69423;-0,347109757;0,152981412;2136;1681;3055,743174;1721,624764;-0,516408435;-0,03443077;4496;4398;4332,058051;4011,089977;0,053577319;0,13282164;1;1;1;NA;NA;REPS_DISAGREE;0,016;SPAR;NA;NA;NA;REPS_DISAGREE;0,8032;SCER;NA;NA;0,031559633;NA;0,920383156;0;0;0;1;0;0;0;0;37,880063;49,99357131;45,26096703;40,04049203;12,23622499;14,36542872;17,50493398;14,7124623;37,98750372;40,6515212;48,32182993;36,56121139;21,88718454;21,31819699;21,0890912;19,44274813;0;0;0;NA;0,114811569;NA;NA;NA;NA;0,0348705;0,548777;0,0635421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.58;Spar_1.40;NA;NA;NA;3607;3610;59684;72390;63543,16603;69503,93219;-0,089191864;0,059894402;25524;30363;40023,90658;58518,79278;-0,64778766;-0,94536339;8309;10148;9193,450421;7372,343982;-0,144715452;0,462146029;13447;10506;16581,32564;18822,67987;-0,301055313;-0,839998472;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;NA;NA;0,000243994;NA;0;0;0;0;0;1;0;0;101,881157;120,385421;108,379077;115,4889917;25,49505448;46,4507057;28,1852626;33,7172676;68,04748987;57,57910613;106,6158541;110,8803371;35,06307347;27,27681274;43,19990243;48,82886418;0;0;NA;NA;0,107110507;NA;NA;NA;NA;0,0466559;0,444685;0,104919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.59;Spar_1.41;YAL028W;S000000026;FRT2;1559;1574;3439;3801;1154,482733;1886,719622;1,587727477;1,023928644;9063;13006;2088,19629;1895,460259;2,131014427;2,791721818;583;303;83,70517606;30,23931084;2,799260946;3,296451404;1280;1494;249,6801931;180,9953265;2,367165174;3,051986789;1;0;0;0,0002;SCER;NA;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;0,000334064;NA;0,000243994;NA;1;0;0;0;1;0;0;0;13,58213833;14,62491047;4,516130822;7,190201379;4,138812645;3,208887662;0,588570289;0,317191211;55,90303426;57,06423713;12,75780935;8,237137897;7,722084927;8,974429503;1,49193562;1,076874272;0;0;NA;NA;0,148791073;0,231527094;0,154545455;0,372881356;0,22;0,069579;0,46664;0,149106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.60;Spar_1.42;YAL027W;S000000025;SAW1;729;729;8207;9109;8722,097212;11779,83966;-0,087809736;-0,370919409;6128;11049;12037,22606;16931,17515;-0,973899204;-0,615720947;1028;2554;1935,30401;1029,144546;-0,912062499;1,310476507;2267;2329;4361,934314;3515,229509;-0,943878113;-0,593699285;1;0;0;0,0312;SPAR;NA;NA;NA;LOW_COV;0,0002;SPAR;NA;NA;NA;LOW_COV;0,040604009;NA;0,000243994;NA;0;1;0;0;0;1;0;0;69,31687797;74,95224324;73,66771422;96,92822655;15,60698144;57,84307397;29,38139537;23,30788317;80,83524227;103,6720835;158,7846092;158,864169;29,24790147;29,91881086;56,27588224;45,15735801;0;0;NA;NA;0,121019108;NA;NA;0,074766355;NA;0,0462876;0,563513;0,0821412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.62;Spar_1.43;NA;NA;NA;2629;2629;33568;35737;36643,91671;42610,4858;-0,126483525;-0,253783458;17291;19658;13332,06366;17081,47218;0,375096421;0,202673161;11826;8318;13098,34731;7062,895035;-0,147410759;0,235946212;19502;19227;13218,1121;14789,48678;0,561070782;0,378539174;1;1;1;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,8148;SCER;NA;0,000334064;NA;0,000243994;0,928934067;0;1;0;0;1;0;0;0;78,61709086;81,53967341;85,8213025;97,22194731;49,78524128;52,23797462;55,14125733;44,35536425;63,24687043;51,14640649;48,76590729;44,44276729;69,76848383;68,48939159;47,28784948;52,68231921;0;0;NA;NA;0,078682075;NA;NA;NA;NA;0,0138032;0,404444;0,0341289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.63;Spar_1.44;YAL025C;S000000023;MAK16;661;661;52677;54726;57976,05986;54636,46248;-0,138281601;0,002362292;22105;24557;36734,41279;66128,97554;-0,732733488;-1,429111295;25157;13803;35353,83918;20758,27891;-0,490890461;-0,588669953;14793;16651;36229,23623;40925,79578;-1,292182031;-1,297350257;1;1;1;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0002;SPAR;NA;0,0002;SCER;NA;NA;0,000685507;0,000243994;0,000633882;0;0;0;1;0;1;1;0;490,6837355;496,6308665;540,0463528;495,8148488;421,221682;344,7704444;591,951154;518,4941582;321,5870677;254,1208106;534,4180997;684,3160349;210,4871157;235,9072182;515,4997253;579,8264749;0;0;0;NA;0,075;0,242574257;0,24;0,155688623;NA;0,00987773;0,46144;0,0214063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.64;Spar_1.45;YAL024C;S000000022;LTE1;3347;3368;16849;26696;20334,36855;24514,45274;-0,262218959;0,132009815;5358;6285;11107,02166;15496,91206;-1,042542587;-1,292836098;2899;3188;3956,330189;2815,279839;-0,439450957;0,188336991;3372;2884;6259,076978;7310,709846;-0,883124492;-1,332613914;1;1;1;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;NA;NA;REPS_DISAGREE;NA;NA;0,000243994;NA;0;0;0;0;0;1;0;0;30,99563276;47,84449147;37,1742665;43,66048298;9,586185545;15,72608434;13,00083349;13,80077488;15,39417832;12,84446297;31,71283383;31,47309604;9,475509531;8,069412408;17,47869199;20,32777443;0;0;0;DPN;0,112523105;0,12;0,180327869;0,468531469;0,14;0,041883;0,4846;0,0864281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.65;Spar_1.46;NA;NA;NA;1373;1373;108242;101236;108319,0449;117549,2821;-0,001026512;-0,21554134;50550;66057;54727,0257;57870,36845;-0,114540181;0,190883531;59100;36939;66630,32864;47399,11176;-0,17301812;-0,359706594;111551;92542;76348,78862;82299,49243;0,547020312;0,169222805;1;1;1;0,955;SPAR;NA;0,0182;SPAR;NA;NA;NA;REPS_DISAGREE;0,609;SCER;NA;0,962613165;0,035368118;NA;0,768452459;0;0;0;1;0;0;0;0;485,4084807;442,2887588;485,7559007;513,5560619;476,3983749;444,193907;537,0963081;569,9721691;354,0463641;329,0900034;383,3017699;288,304945;764,1412595;631,2054093;523,0007754;561,3438742;0;0;NA;NA;0,068012286;NA;NA;NA;NA;0,00850605;0,347379;0,0244864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.66;Spar_1.47;YAL022C;S000000020;FUN26;1385;1388;23722;29072;16341,28652;15581,06856;0,540798204;0,902914772;23277;35760;9650,221096;11879,47726;1,273305309;1,592915879;7569;6312;5348,054803;4984,446403;0,504130907;0,343724652;19671;14299;6459,67474;6576,719582;1,609508482;1,123477328;1;1;1;0,0002;SCER;NA;0,5186;SPAR;NA;0,0002;SCER;NA;0,0002;SPAR;NA;0,000334064;0,6132445;0,000243994;0,000633882;1;0;0;0;1;0;0;1;105,4589922;125,911848;72,4904138;67,33582547;60,48421654;75,24457905;42,64392117;59,28999975;161,6168914;176,6095232;66,8586054;58,54290182;133,5818286;96,68481284;43,77154779;44,37335096;0;0;0;DPN;0,107969152;0,17;0,090909091;0,125;NA;0,0266167;0,533443;0,049896;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.67;Spar_1.48;YAL021C;S000000019;CCR4;1575;1638;33042;30575;42612,71146;42610,4858;-0,310389505;-0,422259145;11312;15671;20026,24414;22105,68718;-0,767398827;-0,439710014;28915;17798;30237,73848;22773,22499;-0,00794643;-0,299022243;27368;30856;40815,24251;32729,71018;-0,520017124;-0,028463571;1;1;1;0,0002;SPAR;NA;0,0554;SCER;NA;0,0036;SPAR;NA;0,0002;SCER;NA;0,000334064;0,094327574;0,004118314;0,000633882;0;1;0;0;0;1;1;0;129,1718434;116,4467492;160,1802887;156,041819;203,1870225;186,5729354;204,3083696;229,5433014;69,06664408;68,05852518;117,5696228;92,3116479;163,4305425;183,4684685;234,357687;187,1244903;0;0;1;NA;0,079586152;0,075376884;0,076923077;0,170305677;NA;0,0159499;0,38528;0,0413983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.68;Spar_1.49;YAL020C;S000000018;ATS1;1002;1002;17142;13128;17144,66368;17116,44745;-0,000224149;-0,382710549;11379;21613;13297,41918;21318,98958;-0,224754201;0,019759356;5237;3451;3265,510363;3198,31111;0,681265843;0,109671174;6233;5480;5518,572473;3908,915196;0,17560163;0,487301818;1;1;1;0,9618;SPAR;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;NA;NA;REPS_DISAGREE;0,968151249;0,000685507;NA;NA;0;0;1;0;0;0;0;0;105,3357661;78,5909083;105,3525492;102,4670718;57,84531363;56,8637161;36,06899933;52,69955758;109,2058471;147,5413365;127,617183;145,5342718;58,50596198;51,21712603;51,7999986;36,53346756;0;0;1;NA;0,143856144;NA;NA;0,14;NA;0,0793219;0,495312;0,160145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.69;Spar_1.51;YAL019W;S000000017;FUN30;2406;2412;46899;49077;43569,82129;48126,73391;0,10981888;0,031801227;15734;18453;24011,22594;29127,56443;-0,606198705;-0,654907775;27026;21391;24930,02352;18603,22403;0,120052534;0,205034418;23689;26153;40877,12905;37515,66033;-0,783457704;-0,516906533;1;1;1;0,3874;SCER;NA;0,8028;SCER;NA;0,0002;SPAR;NA;0,0002;SPAR;NA;0,430499017;0,857165688;0,000243994;0,000633882;0;0;0;0;0;1;0;1;120,0190123;122,3555985;111,2224034;119,6871435;124,3195636;146,7889841;114,3921266;127,340015;62,88586497;52,46114196;95,72966672;82,60251097;92,60231079;101,7954248;159,3946725;145,6591126;0;0;0;NA;0,095055915;0,113300493;0,173076923;0,31147541;0,192307692;0,0237413;0,456898;0,0519618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.70;Spar_1.52;YAL018C;S000000016;NA;831;831;54;0;82,32136327;0;-0,599254826;0;0;52;103,0673407;72,14257443;-6,701373571;-0,464719047;0;0;40,33984389;0;-5,369461036;0;0;0;0;95,08510239;0;-6,586240859;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0,40010578;0;0,609951537;0;0;0;0,537259296;0;0;0,428024571;1,192695452;0,593822971;0;0;0;1,07155341;0;0;NA;NA;0,11258956;NA;NA;NA;NA;0,0331353;0,568893;0,0582453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.71;Spar_1.53;NA;NA;NA;3176;3205;22493;24487;26017,51809;31624,63652;-0,196885118;-0,355906122;18630;18769;11876,12921;14861,37033;0,662632388;0,349877871;6089;4616;5773,640156;3590,414173;0,089824624;0,375517138;12537;10494;6067,015291;7965,879564;1,060124053;0,41072894;1;1;1;0,0002;SPAR;NA;0,0002;SCER;NA;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,000334064;0,000685507;0,000243994;NA;0;1;1;0;1;0;0;0;43,60627389;46,24838259;49,98292086;59,18830795;21,21870173;23,99624606;19,93757931;18,49568839;56,40815267;40,42285854;35,63332888;31,71737259;37,1264865;30,94303683;17,80400776;23,27598509;0;0;NA;NA;0,095085995;NA;NA;NA;NA;0,0228486;0,477209;0,0478796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.73;Spar_1.56;YAL016W;S000000014;TPD3;1312;1303;70844;73439;76663,00932;68723,83665;-0,123814049;0,08580385;48358;54862;52110,50103;70598,3798;-0,117748035;-0,373752633;45039;19993;50360,26111;28845,27861;-0,171038219;-0,538748722;46848;47450;47592,88604;49928,01955;-0,032688638;-0,083370722;1;1;1;NA;NA;REPS_DISAGREE;0,3356;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;0,433002728;NA;0,000633882;0;0;0;0;0;0;1;0;332,4691309;335,7641941;362,2640578;316,3744456;379,934063;251,5950724;427,7542236;365,4974123;354,4410479;286,0251236;384,5832357;370,6096299;335,8365341;338,6918528;343,5329073;358,8411931;0;0;0;NA;0,07760881;NA;NA;0,1;NA;0,0054767;0,390999;0,014007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.74;Spar_1.57;YAL015C;S000000013;NTG1;944;944;9616;11728;6614,471947;6704,256204;0,539742837;0,806715653;7445;9596;7534,309219;12037,50385;-0,017201099;-0,327000706;2990;1457;3006,326866;1985,714745;-0,007853772;-0,446394024;2814;2534;4961,593581;4044,870211;-0,817959385;-0,674464293;1;1;1;0,0002;SCER;NA;0,0002;SPAR;NA;0,0002;SPAR;NA;0,3992;SPAR;NA;0,000334064;0,000685507;0,000243994;0,560957834;1;0;0;1;0;1;0;0;62,7197833;74,5235311;43,1426666;42,60072834;35,05520585;25,48270682;35,24641517;34,72952557;75,84068096;69,53198475;76,75045556;87,22296102;28,03643683;25,13836249;49,43333511;40,1268404;0;0;0;NA;0,103419516;NA;NA;0,27826087;NA;0,0426762;0,413572;0,103189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.75;Spar_1.58;YAL014C;S000000012;SYN8;574;553;15469;16003;14778,17244;15186,05835;0,012136452;0,021818822;14926;25152;10065,95491;14432,80909;0,514525631;0,747507146;3662;4483;4159,037905;3736,570842;-0,237342229;0,208914097;7929;10598;5642,34556;4061,134768;0,436998916;1,329846889;1;1;1;0,7698;SCER;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;NA;NA;REPS_DISAGREE;0,800628538;NA;0,000243994;NA;0;0;0;0;1;0;0;0;165,9328742;167,2364632;164,5429953;164,7245573;70,60895357;128,9480701;83,23739808;111,5583477;250,0581771;299,7277912;175,0408305;178,5221534;129,9203688;172,9077227;95,96332086;68,77405608;0;0;1;NA;0,129074316;0,144278607;0,11627907;0,229166667;NA;0,0468955;0,386823;0,121232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.76;Spar_1.59;YAL013W;S000000011;DEP1;722;722;16754;18104;13406,48033;12624,44692;0,32155355;0,52005372;15474;20921;8009,804765;10410,86056;0,949920321;1,006792874;7030;7229;7340,843091;5642,655402;-0,062412387;0,357365747;9378;11256;6246,272865;6235,580925;0,586207565;0,851995176;1;1;1;0,0002;SCER;NA;0,1256;SPAR;NA;0,0002;SCER;NA;0,4818;SPAR;NA;0,000334064;0,191148005;0,000243994;0,646345445;1;0;0;0;1;0;0;0;142,8773552;150,4107251;114,3303092;104,8850474;107,7634422;165,3099625;112,5277131;129,0328576;206,098538;198,2036387;106,6827615;98,63153985;122,1641423;145,9987895;81,36815599;80,88017651;0;0;0;DPN;0,079704191;0,155778894;0,09375;0,58;NA;0,0199872;0,399859;0,0499855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.77;Spar_1.60;YAL012W;S000000010;CYS3;597;597;152116;138741;167143,114;135055,7773;-0,135911159;0,038838549;89661;151483;80892,27246;104512,2605;0,148476956;0,535479421;138779;106077;148601,8999;76011,54768;-0,098662598;0,480815986;177933;166322;164955,3809;149658,9467;0,109257624;0,15229952;1;1;1;NA;NA;REPS_DISAGREE;0,5676;SCER;NA;0,0002;SCER;NA;0,2408;SPAR;NA;NA;0,657291728;0,000243994;0,373899251;0;0;0;0;1;0;0;0;1568,854452;1394,029457;1723,843986;1356,991889;2572,780588;2933,627025;2754,867908;2102,128346;1444,237985;1735,625201;1302,993415;1197,455247;2803,192285;2609,021967;2598,740263;2347,635787;0;0;1;NA;0,050675676;0,100502513;0,3;0,213592233;0,345454545;0,00672593;0,217579;0,0309125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.78;Spar_1.61;YAL011W;S000000009;SWC3;1454;1608;16456;14740;19816,6366;20781,7055;-0,122843418;-0,350308942;8141;10650;11064,58217;16811,79636;-0,29738409;-0,513330673;3101;2515;2386,101766;3422,08201;0,523178752;-0,298923797;2039;3117;4460,099176;4894,380533;-0,983589932;-0,505559944;1;1;1;0,0002;SPAR;NA;0,6704;SCER;NA;NA;NA;REPS_DISAGREE;0,4648;SPAR;NA;0,000334064;0,74822841;NA;0,628915721;0;1;0;0;0;0;0;0;69,68542626;60,80993492;75,88006621;77,52353317;23,60427618;28,55824947;16,42304439;35,13648821;53,84220834;50,10159852;66,16959703;71,51455781;13,18935441;20,07588799;26,08730349;28,50454126;0;0;1;NA;0,129319372;NA;NA;0,121212121;NA;0,0518451;0,494521;0,104839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.79;Spar_1.62;YAL010C;S000000008;MDM10;1127;1127;6689;7059;12330,35166;16304,59229;-0,882252829;-1,207626758;5535;8739;9301,177917;11591,7658;-0,748724591;-0,40751962;1607;1245;2989,182432;1616,795153;-0,8949661;-0,376724875;2524;1594;3920,192434;3847,610327;-0,635009056;-1,270781181;1;0;0;0,0002;SPAR;NA;NA;NA;LOW_COV;0,0002;SCER;NA;NA;NA;LOW_COV;0,000334064;NA;0,000243994;NA;0;1;0;0;1;0;0;0;36,54427654;37,57168975;67,36516023;86,78095864;15,7813913;18,2391013;29,35480867;23,68563686;47,22839917;53,04008417;79,36400061;70,35452953;21,06377241;13,24545157;32,71554724;31,97198009;0;0;NA;NA;0,101282917;0,094527363;0,315789474;0,128712871;NA;0,0382074;0,434117;0,0880119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.80;Spar_1.63;YAL009W;S000000007;SPO7;540;540;7456;6187;7209,56614;7746,368567;0,048482804;-0,324233178;7122;9153;4820,779987;7405,778801;0,562919166;0,305556039;2033;864;2893,375303;2313,307279;-0,508932324;-1,419808391;1607;2423;1809,647895;1952,580918;-0,171238616;0,311268685;1;1;1;NA;NA;REPS_DISAGREE;0,0002;SPAR;NA;0,0002;SCER;NA;0,7204;SCER;NA;NA;0,000685507;0,000243994;0,86448;0;0;0;1;1;0;0;0;85,01473948;68,72706818;82,20517737;86,04840265;41,66745226;26,41666464;59,30096481;70,7283536;126,8287539;115,9407442;85,84857044;93,80875186;27,9893515;42,02057805;31,51889921;33,86239326;0;0;1;NA;0,071887035;0,129353234;0,04;0,114035088;NA;0,0158808;0,334192;0,0475199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scer_1.81;Spar_1.64;YAL008W;S000000006;FUN14;542;551;7786;5464;9571,098259;6709,218644;-0,274008113;-0,272378812;9924;14184;5390,681754;8438,104687;0,904091226;0,772963763;5398;1439;6018,704708;2516,918639;-0,133241034;-0,782403387;9422;10363;4169,872627;3225,803802;1,199596656;1,707162622;1;1;1;0,0022;SPAR;NA;NA;NA;REPS_DISAGREE;0,0002;SCER;NA;0,7228;SCER;NA;0,003261395;NA;0,000243994;0,866202491;0;1;0;0;1;0;0;0;88,44987055;60,47179579;106,9532476;73,03966326;110,2267294;43,83484826;120,8932872;75,41740106;176,0747113;179,0052701;94,0809319;104,7513652;163,4987861;179,0558769;71,17736553;54,8262723;0;0;0;NA;0,133884298;0,1;0,281690141;0,141791045;0,31372549;0,0574983;0,469323;0,122513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
